season,venue,team,opposition_team,player,player_role,balls_faced,strike_rate,runs_scored,overs_bowled,economy,wickets
2019,MA Chidambaram Stadium,Royal Challengers Bangalore,Delhi Capitals,Sunil Narine,bowler,,,,3.0,6.6,0.0
2019,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Mohammed Shami,bowler,,,,2.0,6.45,5.0
2019,M Chinnaswamy Stadium,Chennai Super Kings,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,4.0,5.04,4.0
2019,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bangalore,KL Rahul,batsman,66.0,120.77,79.0,,,
2019,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,4.0,6.64,1.0
2019,M Chinnaswamy Stadium,Mumbai Indians,Delhi Capitals,Ravindra Jadeja,bowler,,,,4.0,6.59,0.0
2019,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Shubman Gill,batsman,34.0,179.71,61.0,,,
2019,Wankhede Stadium,Mumbai Indians,Sunrisers Hyderabad,Rishabh Pant,batsman,64.0,164.63,105.0,,,
2019,MA Chidambaram Stadium,Kolkata Knight Riders,Delhi Capitals,Jasprit Bumrah,bowler,,,,3.0,9.0,0.0
2019,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mohammed Shami,bowler,,,,2.0,9.19,4.0
2019,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,4.0,6.51,3.0
2019,M Chinnaswamy Stadium,Kolkata Knight Riders,Mumbai Indians,Yuzvendra Chahal,bowler,,,,3.0,9.05,5.0
2019,MA Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Shubman Gill,batsman,21.0,164.09,34.0,,,
2019,MA Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Sunil Narine,bowler,,,,2.0,8.6,1.0
2019,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Virat Kohli,batsman,38.0,146.06,55.0,,,
2019,M Chinnaswamy Stadium,Mumbai Indians,Sunrisers Hyderabad,Rishabh Pant,batsman,28.0,116.45,32.0,,,
2019,M Chinnaswamy Stadium,Chennai Super Kings,Delhi Capitals,Rohit Sharma,batsman,56.0,151.59,84.0,,,
2019,M Chinnaswamy Stadium,Chennai Super Kings,Delhi Capitals,Jasprit Bumrah,bowler,,,,2.0,6.66,1.0
2019,MA Chidambaram Stadium,Kolkata Knight Riders,Mumbai Indians,Yuzvendra Chahal,bowler,,,,2.0,9.02,5.0
2019,Arun Jaitley Stadium,Chennai Super Kings,Delhi Capitals,KL Rahul,batsman,53.0,109.15,57.0,,,
2019,Arun Jaitley Stadium,Kolkata Knight Riders,Delhi Capitals,Rishabh Pant,batsman,63.0,176.59,111.0,,,
2019,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Rohit Sharma,batsman,44.0,125.71,55.0,,,
2019,MA Chidambaram Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Shubman Gill,batsman,25.0,148.81,37.0,,,
2019,M Chinnaswamy Stadium,Mumbai Indians,Chennai Super Kings,Virat Kohli,batsman,10.0,173.94,17.0,,,
2019,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Ravindra Jadeja,bowler,,,,3.0,6.32,4.0
2019,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Shubman Gill,batsman,28.0,109.9,30.0,,,
2019,Arun Jaitley Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Virat Kohli,batsman,29.0,152.58,44.0,,,
2019,Eden Gardens,Chennai Super Kings,Delhi Capitals,Shubman Gill,batsman,31.0,101.0,31.0,,,
2019,Wankhede Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Mohammed Shami,bowler,,,,3.0,5.59,4.0
2019,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,Rohit Sharma,batsman,51.0,146.49,74.0,,,
2019,MA Chidambaram Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Rohit Sharma,batsman,49.0,162.69,79.0,,,
2019,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Rishabh Pant,batsman,18.0,135.7,24.0,,,
2019,M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,4.0,8.45,5.0
2019,Wankhede Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Shubman Gill,batsman,44.0,159.66,70.0,,,
2019,Eden Gardens,Delhi Capitals,Sunrisers Hyderabad,Sunil Narine,bowler,,,,2.0,5.47,1.0
2019,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Rohit Sharma,batsman,27.0,118.69,32.0,,,
2019,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunil Narine,bowler,,,,2.0,6.29,4.0
2019,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,KL Rahul,batsman,60.0,152.5,91.0,,,
2019,Arun Jaitley Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,3.0,5.43,2.0
2019,Eden Gardens,Kolkata Knight Riders,Mumbai Indians,KL Rahul,batsman,17.0,102.68,17.0,,,
2019,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,batsman,63.0,166.61,104.0,,,
2019,Arun Jaitley Stadium,Chennai Super Kings,Royal Challengers Bangalore,Rishabh Pant,batsman,36.0,173.91,62.0,,,
2019,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,KL Rahul,batsman,42.0,122.44,51.0,,,
2019,MA Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Rishabh Pant,batsman,52.0,153.82,79.0,,,
2019,MA Chidambaram Stadium,Delhi Capitals,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,2.0,6.61,2.0
2019,MA Chidambaram Stadium,Royal Challengers Bangalore,Chennai Super Kings,Shubman Gill,batsman,19.0,114.96,21.0,,,
2019,MA Chidambaram Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Yuzvendra Chahal,bowler,,,,2.0,6.98,4.0
2019,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,Virat Kohli,batsman,56.0,155.35,86.0,,,
2019,MA Chidambaram Stadium,Delhi Capitals,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,2.0,5.58,2.0
2019,Eden Gardens,Mumbai Indians,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,4.0,7.53,4.0
2019,MA Chidambaram Stadium,Mumbai Indians,Delhi Capitals,Virat Kohli,batsman,36.0,136.58,49.0,,,
2019,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Virat Kohli,batsman,61.0,173.11,105.0,,,
2019,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Shubman Gill,batsman,49.0,144.05,70.0,,,
2019,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,Ravindra Jadeja,bowler,,,,2.0,7.9,4.0
2019,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Jasprit Bumrah,bowler,,,,2.0,6.16,1.0
2019,Arun Jaitley Stadium,Delhi Capitals,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,2.0,6.52,4.0
2019,Wankhede Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Yuzvendra Chahal,bowler,,,,4.0,7.09,3.0
2019,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,Rohit Sharma,batsman,37.0,126.3,46.0,,,
2019,Eden Gardens,Kolkata Knight Riders,Delhi Capitals,Ravindra Jadeja,bowler,,,,3.0,5.5,2.0
2019,Arun Jaitley Stadium,Royal Challengers Bangalore,Chennai Super Kings,KL Rahul,batsman,16.0,118.97,19.0,,,
2019,Arun Jaitley Stadium,Mumbai Indians,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,4.0,5.5,1.0
2019,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Shubman Gill,batsman,47.0,117.02,54.0,,,
2019,Eden Gardens,Delhi Capitals,Mumbai Indians,Ravindra Jadeja,bowler,,,,4.0,5.74,1.0
2019,Arun Jaitley Stadium,Chennai Super Kings,Mumbai Indians,Shubman Gill,batsman,12.0,129.56,15.0,,,
2019,Arun Jaitley Stadium,Kolkata Knight Riders,Chennai Super Kings,Shubman Gill,batsman,45.0,129.75,58.0,,,
2019,Wankhede Stadium,Delhi Capitals,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,3.0,5.84,0.0
2019,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Ravindra Jadeja,bowler,,,,4.0,8.49,3.0
2019,Wankhede Stadium,Delhi Capitals,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,2.0,6.12,4.0
2019,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Jasprit Bumrah,bowler,,,,2.0,5.04,3.0
2019,Wankhede Stadium,Kolkata Knight Riders,Delhi Capitals,Jasprit Bumrah,bowler,,,,3.0,8.39,5.0
2019,MA Chidambaram Stadium,Mumbai Indians,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,4.0,6.85,0.0
2019,MA Chidambaram Stadium,Mumbai Indians,Royal Challengers Bangalore,Ravindra Jadeja,bowler,,,,2.0,9.96,3.0
2019,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Shubman Gill,batsman,51.0,179.28,91.0,,,
2019,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,KL Rahul,batsman,30.0,117.63,35.0,,,
2019,Arun Jaitley Stadium,Sunrisers Hyderabad,Mumbai Indians,Rishabh Pant,batsman,47.0,122.21,57.0,,,
2019,M Chinnaswamy Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,2.0,5.5,5.0
2019,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Virat Kohli,batsman,34.0,134.61,45.0,,,
2019,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Sunil Narine,bowler,,,,4.0,7.84,0.0
2019,Arun Jaitley Stadium,Kolkata Knight Riders,Chennai Super Kings,Shubman Gill,batsman,47.0,110.31,51.0,,,
2019,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,2.0,9.23,0.0
2019,M Chinnaswamy Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,2.0,7.48,1.0
2019,Eden Gardens,Mumbai Indians,Delhi Capitals,Sunil Narine,bowler,,,,3.0,6.45,2.0
2019,M Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Rohit Sharma,batsman,37.0,179.79,66.0,,,
2019,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,4.0,8.72,1.0
2019,MA Chidambaram Stadium,Mumbai Indians,Delhi Capitals,Yuzvendra Chahal,bowler,,,,3.0,5.57,2.0
2019,Wankhede Stadium,Chennai Super Kings,Delhi Capitals,Sunil Narine,bowler,,,,3.0,5.69,3.0
2019,MA Chidambaram Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Virat Kohli,batsman,36.0,163.99,59.0,,,
2019,Wankhede Stadium,Mumbai Indians,Chennai Super Kings,Ravindra Jadeja,bowler,,,,3.0,6.93,4.0
2019,Wankhede Stadium,Royal Challengers Bangalore,Delhi Capitals,Yuzvendra Chahal,bowler,,,,3.0,5.84,2.0
2019,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Shubman Gill,batsman,32.0,167.26,53.0,,,
2019,Eden Gardens,Kolkata Knight Riders,Sunrisers Hyderabad,Virat Kohli,batsman,43.0,137.58,59.0,,,
2019,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Sunil Narine,bowler,,,,3.0,8.44,3.0
2019,MA Chidambaram Stadium,Kolkata Knight Riders,Delhi Capitals,Ravindra Jadeja,bowler,,,,4.0,9.04,3.0
2019,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,batsman,24.0,134.67,32.0,,,
2019,Wankhede Stadium,Royal Challengers Bangalore,Sunrisers Hyderabad,Mohammed Shami,bowler,,,,2.0,6.1,4.0
2019,MA Chidambaram Stadium,Delhi Capitals,Chennai Super Kings,Ravindra Jadeja,bowler,,,,3.0,5.02,3.0
2019,M Chinnaswamy Stadium,Chennai Super Kings,Delhi Capitals,Rohit Sharma,batsman,54.0,134.15,72.0,,,
2019,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,3.0,8.96,0.0
2019,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,Rishabh Pant,batsman,41.0,128.7,52.0,,,
2019,MA Chidambaram Stadium,Kolkata Knight Riders,Delhi Capitals,Shubman Gill,batsman,62.0,158.94,98.0,,,
2019,Eden Gardens,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunil Narine,bowler,,,,3.0,6.67,0.0
2019,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Jasprit Bumrah,bowler,,,,3.0,9.57,5.0
2019,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,3.0,5.24,0.0
2019,Eden Gardens,Chennai Super Kings,Delhi Capitals,Yuzvendra Chahal,bowler,,,,2.0,5.31,5.0
2019,Wankhede Stadium,Mumbai Indians,Delhi Capitals,Shubman Gill,batsman,11.0,134.96,14.0,,,
2019,Eden Gardens,Delhi Capitals,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,4.0,9.36,0.0
2019,Eden Gardens,Sunrisers Hyderabad,Mumbai Indians,KL Rahul,batsman,50.0,149.99,74.0,,,
2020,M Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Yuzvendra Chahal,bowler,,,,4.0,5.54,4.0
2020,MA Chidambaram Stadium,Chennai Super Kings,Royal Challengers Bangalore,Rohit Sharma,batsman,34.0,121.12,41.0,,,
2020,Wankhede Stadium,Delhi Capitals,Mumbai Indians,KL Rahul,batsman,15.0,134.02,20.0,,,
2020,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,Sunil Narine,bowler,,,,2.0,8.67,1.0
2020,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,KL Rahul,batsman,35.0,167.38,58.0,,,
2020,Wankhede Stadium,Chennai Super Kings,Royal Challengers Bangalore,Shubman Gill,batsman,47.0,153.11,71.0,,,
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Mumbai Indians,Yuzvendra Chahal,bowler,,,,4.0,7.33,5.0
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Ravindra Jadeja,bowler,,,,2.0,9.05,0.0
2020,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Yuzvendra Chahal,bowler,,,,3.0,7.37,4.0
2020,MA Chidambaram Stadium,Kolkata Knight Riders,Chennai Super Kings,Yuzvendra Chahal,bowler,,,,4.0,6.47,3.0
2020,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Virat Kohli,batsman,20.0,144.68,28.0,,,
2020,Eden Gardens,Royal Challengers Bangalore,Kolkata Knight Riders,Virat Kohli,batsman,11.0,156.1,17.0,,,
2020,Wankhede Stadium,Delhi Capitals,Chennai Super Kings,Ravindra Jadeja,bowler,,,,3.0,8.48,0.0
2020,M Chinnaswamy Stadium,Mumbai Indians,Delhi Capitals,Mohammed Shami,bowler,,,,2.0,8.12,0.0
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Rishabh Pant,batsman,60.0,113.01,67.0,,,
2020,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Rishabh Pant,batsman,63.0,158.04,99.0,,,
2020,Arun Jaitley Stadium,Chennai Super Kings,Royal Challengers Bangalore,Rohit Sharma,batsman,52.0,132.61,68.0,,,
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Jasprit Bumrah,bowler,,,,4.0,6.9,4.0
2020,M Chinnaswamy Stadium,Mumbai Indians,Delhi Capitals,Rishabh Pant,batsman,25.0,101.0,25.0,,,
2020,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Rishabh Pant,batsman,27.0,111.27,30.0,,,
2020,M Chinnaswamy Stadium,Mumbai Indians,Delhi Capitals,Shubman Gill,batsman,18.0,145.85,26.0,,,
2020,MA Chidambaram Stadium,Mumbai Indians,Royal Challengers Bangalore,Virat Kohli,batsman,17.0,171.28,29.0,,,
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Delhi Capitals,Ravindra Jadeja,bowler,,,,4.0,6.11,4.0
2020,M Chinnaswamy Stadium,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,batsman,53.0,152.8,80.0,,,
2020,Wankhede Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Rishabh Pant,batsman,36.0,173.57,62.0,,,
2020,Wankhede Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,2.0,7.95,4.0
2020,Eden Gardens,Delhi Capitals,Kolkata Knight Riders,Sunil Narine,bowler,,,,4.0,7.41,5.0
2020,Arun Jaitley Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,2.0,9.89,1.0
2020,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,Yuzvendra Chahal,bowler,,,,3.0,6.13,2.0
2020,Wankhede Stadium,Delhi Capitals,Chennai Super Kings,Mohammed Shami,bowler,,,,2.0,8.32,0.0
2020,Eden Gardens,Chennai Super Kings,Delhi Capitals,Virat Kohli,batsman,20.0,155.06,31.0,,,
2020,Wankhede Stadium,Chennai Super Kings,Sunrisers Hyderabad,Virat Kohli,batsman,41.0,151.81,62.0,,,
2020,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Jasprit Bumrah,bowler,,,,4.0,6.37,1.0
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Chennai Super Kings,Mohammed Shami,bowler,,,,3.0,7.43,2.0
2020,MA Chidambaram Stadium,Mumbai Indians,Delhi Capitals,Virat Kohli,batsman,30.0,131.29,39.0,,,
2020,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Sunil Narine,bowler,,,,2.0,5.86,3.0
2020,Arun Jaitley Stadium,Chennai Super Kings,Sunrisers Hyderabad,Shubman Gill,batsman,45.0,128.52,57.0,,,
2020,MA Chidambaram Stadium,Royal Challengers Bangalore,Delhi Capitals,Mohammed Shami,bowler,,,,2.0,8.76,0.0
2020,M Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,Sunil Narine,bowler,,,,2.0,6.75,3.0
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Delhi Capitals,Mohammed Shami,bowler,,,,3.0,5.74,4.0
2020,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Shubman Gill,batsman,12.0,120.59,14.0,,,
2020,M Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Jasprit Bumrah,bowler,,,,3.0,6.61,0.0
2020,Arun Jaitley Stadium,Delhi Capitals,Kolkata Knight Riders,Mohammed Shami,bowler,,,,4.0,5.17,5.0
2020,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Mohammed Shami,bowler,,,,2.0,7.94,0.0
2020,Wankhede Stadium,Royal Challengers Bangalore,Mumbai Indians,Yuzvendra Chahal,bowler,,,,4.0,5.19,2.0
2020,Wankhede Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,3.0,5.95,2.0
2020,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Mohammed Shami,bowler,,,,3.0,6.36,2.0
2020,Eden Gardens,Royal Challengers Bangalore,Delhi Capitals,Rohit Sharma,batsman,41.0,167.59,68.0,,,
2020,MA Chidambaram Stadium,Sunrisers Hyderabad,Kolkata Knight Riders,Sunil Narine,bowler,,,,2.0,5.27,3.0
2020,Arun Jaitley Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunil Narine,bowler,,,,4.0,6.06,2.0
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Sunil Narine,bowler,,,,4.0,7.93,5.0
2020,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Rohit Sharma,batsman,69.0,133.87,92.0,,,
2020,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Mohammed Shami,bowler,,,,3.0,6.86,4.0
2020,Arun Jaitley Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Ravindra Jadeja,bowler,,,,2.0,6.02,2.0
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Chennai Super Kings,Shubman Gill,batsman,12.0,122.66,14.0,,,
2020,MA Chidambaram Stadium,Mumbai Indians,Kolkata Knight Riders,Mohammed Shami,bowler,,,,2.0,8.68,3.0
2020,M Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Jasprit Bumrah,bowler,,,,4.0,8.4,2.0
2020,Wankhede Stadium,Sunrisers Hyderabad,Mumbai Indians,Yuzvendra Chahal,bowler,,,,4.0,9.08,4.0
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Yuzvendra Chahal,bowler,,,,4.0,5.68,1.0
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Delhi Capitals,Rohit Sharma,batsman,27.0,138.93,37.0,,,
2020,MA Chidambaram Stadium,Chennai Super Kings,Sunrisers Hyderabad,Shubman Gill,batsman,66.0,138.89,91.0,,,
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Rohit Sharma,batsman,20.0,147.85,29.0,,,
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,3.0,6.08,2.0
2020,Wankhede Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Virat Kohli,batsman,34.0,139.08,47.0,,,
2020,Eden Gardens,Chennai Super Kings,Sunrisers Hyderabad,Rohit Sharma,batsman,56.0,137.45,76.0,,,
2020,Wankhede Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Rishabh Pant,batsman,52.0,114.95,59.0,,,
2020,MA Chidambaram Stadium,Sunrisers Hyderabad,Mumbai Indians,Jasprit Bumrah,bowler,,,,4.0,9.45,5.0
2020,Arun Jaitley Stadium,Delhi Capitals,Mumbai Indians,KL Rahul,batsman,39.0,178.18,69.0,,,
2020,Wankhede Stadium,Sunrisers Hyderabad,Delhi Capitals,Mohammed Shami,bowler,,,,3.0,6.46,1.0
2020,Arun Jaitley Stadium,Royal Challengers Bangalore,Mumbai Indians,KL Rahul,batsman,52.0,137.58,71.0,,,
2020,Arun Jaitley Stadium,Kolkata Knight Riders,Mumbai Indians,Rohit Sharma,batsman,70.0,163.11,114.0,,,
2020,MA Chidambaram Stadium,Sunrisers Hyderabad,Royal Challengers Bangalore,Virat Kohli,batsman,42.0,139.21,58.0,,,
2020,Arun Jaitley Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Yuzvendra Chahal,bowler,,,,3.0,9.36,2.0
2020,Eden Gardens,Mumbai Indians,Sunrisers Hyderabad,Yuzvendra Chahal,bowler,,,,2.0,7.01,0.0
2020,Eden Gardens,Chennai Super Kings,Mumbai Indians,Yuzvendra Chahal,bowler,,,,4.0,8.39,2.0
2020,Eden Gardens,Royal Challengers Bangalore,Mumbai Indians,KL Rahul,batsman,16.0,115.47,18.0,,,
2020,Wankhede Stadium,Delhi Capitals,Royal Challengers Bangalore,Shubman Gill,batsman,43.0,115.68,49.0,,,
2020,Arun Jaitley Stadium,Chennai Super Kings,Royal Challengers Bangalore,Sunil Narine,bowler,,,,3.0,5.76,5.0
2020,M Chinnaswamy Stadium,Mumbai Indians,Kolkata Knight Riders,Shubman Gill,batsman,61.0,176.69,107.0,,,
2020,MA Chidambaram Stadium,Delhi Capitals,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,2.0,6.31,5.0
2020,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bangalore,Virat Kohli,batsman,42.0,176.47,74.0,,,
2020,M Chinnaswamy Stadium,Chennai Super Kings,Delhi Capitals,Sunil Narine,bowler,,,,2.0,6.72,2.0
2020,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,Yuzvendra Chahal,bowler,,,,2.0,5.87,3.0
2020,M Chinnaswamy Stadium,Delhi Capitals,Royal Challengers Bangalore,Mohammed Shami,bowler,,,,2.0,9.72,5.0
2020,Eden Gardens,Sunrisers Hyderabad,Kolkata Knight Riders,Sunil Narine,bowler,,,,3.0,9.8,5.0
2020,Arun Jaitley Stadium,Mumbai Indians,Delhi Capitals,Shubman Gill,batsman,62.0,172.02,106.0,,,
2020,M Chinnaswamy Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Shubman Gill,batsman,22.0,173.69,38.0,,,
2020,Eden Gardens,Delhi Capitals,Sunrisers Hyderabad,Jasprit Bumrah,bowler,,,,3.0,8.38,5.0
2020,Eden Gardens,Chennai Super Kings,Kolkata Knight Riders,Rohit Sharma,batsman,33.0,119.04,39.0,,,
2020,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Shubman Gill,batsman,45.0,155.32,69.0,,,
2020,Wankhede Stadium,Mumbai Indians,Kolkata Knight Riders,Sunil Narine,bowler,,,,2.0,6.04,3.0
2020,Arun Jaitley Stadium,Sunrisers Hyderabad,Delhi Capitals,Yuzvendra Chahal,bowler,,,,2.0,6.65,4.0
2020,Eden Gardens,Mumbai Indians,Royal Challengers Bangalore,Yuzvendra Chahal,bowler,,,,4.0,5.57,5.0
2020,Wankhede Stadium,Kolkata Knight Riders,Sunrisers Hyderabad,Rishabh Pant,batsman,53.0,173.78,92.0,,,
2020,Arun Jaitley Stadium,Delhi Capitals,Chennai Super Kings,KL Rahul,batsman,56.0,114.28,63.0,,,
2020,M Chinnaswamy Stadium,Royal Challengers Bangalore,Delhi Capitals,Jasprit Bumrah,bowler,,,,4.0,8.31,4.0
2020,Arun Jaitley Stadium,Sunrisers Hyderabad,Chennai Super Kings,Rohit Sharma,batsman,40.0,117.21,46.0,,,
2020,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,Jasprit Bumrah,bowler,,,,2.0,6.38,1.0
2020,Arun Jaitley Stadium,Royal Challengers Bangalore,Kolkata Knight Riders,Mohammed Shami,bowler,,,,4.0,7.13,2.0
2020,M Chinnaswamy Stadium,Chennai Super Kings,Kolkata Knight Riders,Mohammed Shami,bowler,,,,3.0,9.67,3.0
2020,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Sunil Narine,bowler,,,,3.0,5.98,5.0
2020,Eden Gardens,Royal Challengers Bangalore,Sunrisers Hyderabad,Ravindra Jadeja,bowler,,,,4.0,7.44,1.0
2020,MA Chidambaram Stadium,Chennai Super Kings,Mumbai Indians,Jasprit Bumrah,bowler,,,,3.0,9.89,3.0
2020,Eden Gardens,Mumbai Indians,Royal Challengers Bangalore,Sunil Narine,bowler,,,,4.0,5.69,1.0
2020,Arun Jaitley Stadium,Royal Challengers Bangalore,Delhi Capitals,Mohammed Shami,bowler,,,,4.0,6.78,1.0
2020,Arun Jaitley Stadium,Sunrisers Hyderabad,Mumbai Indians,Jasprit Bumrah,bowler,,,,4.0,9.62,5.0
